ID(deprecated),Gender,Armor Image,File Name,link,Name,Rarity,Description,effects,Story Notes,Type,Class,main slot,Job,II,Slot 1,Slot 2
,M,,abyssal Lepirox Valor,https://drive.google.com/uc?export=view&id=1RnW61IEwvKhAxztcknRmsy9TvrmV38nG,Abyssal Mystishroud,rare,,,,LARGE 1 BY 2 FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,light Lepirox Valor,https://drive.google.com/uc?export=view&id=1Erqd3CwiJQMJ4y5gv0ztxPJ7hQ3Q25xY,Light Mystishroud,rare,,,,LARGE 1 BY 2 FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,void Lepirox Valor,https://drive.google.com/uc?export=view&id=1Yhkkpu6YLHyyn4F9qU6wYpjRXv1J_xzN,Void Mystishroud,legendary,,,,LARGE 1 BY 2 FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,plant Lepirox Valor,https://drive.google.com/uc?export=view&id=1s0-hre4JFjDZlMw4F3ibpMNN6bEUCFWh,Plant Mystishroud,rare,,,,LARGE 1 BY 2 FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,fire Lepirox Valor,https://drive.google.com/uc?export=view&id=1OYchaV_Qcb4if9ir8gGXuJlwGIgwC1i3,Fire Mystishroud,rare,,,,LARGE 1 BY 2 FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,water Lepirox Valor,https://drive.google.com/uc?export=view&id=1p8kDsm61icGADpPubDjO9ltdGmL6Pn5y,Water Mystishroud,rare,,,,LARGE 1 BY 2 FACIAL CROWN,EQUIPS,Headgear,,,,-
,M,,dark Legion Armor plate,https://drive.google.com/uc?export=view&id=1DmhND-62CGYzvvJiI3ipd2d7_C5YJZEV,dark Legion Armor plate,rare,Iron Legion Guard enhanced with dark elements. Ideal for novices who have already recognized the advantages of dark elements.,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,abyssal Legion Armor plate,https://drive.google.com/uc?export=view&id=1g0eWiBSoD8kl_uln4q4Ef-4Exk4YKIzR,abyssal Legion Armor plate,epic,Iron Legion Guard enhanced with abyssal elements. Ideal for novices who have already recognized the advantages of abyssal elements.,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,light Legion Armor plate,https://drive.google.com/uc?export=view&id=1QXChdwWmGxrEx9myL5LJnSbN9JZW75tA,light Legion Armor plate,rare,Iron Legion Guard enhanced with light elements. Ideal for novices who have already recognized the advantages of light elements.,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,void Legion Armor plate,https://drive.google.com/uc?export=view&id=1lVQWv4WBwEzNJ4RE6p6cOAHql2ydpv_u,void Legion Armor plate,legendary,Iron Legion Guard enhanced with void elements. Ideal for novices who have already recognized the advantages of void elements.,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,fire Legion Armor plate,https://drive.google.com/uc?export=view&id=1zy0m-6R9dGQ0s682mUln1ElauobYXaCH,fire Legion Armor plate,rare,Iron Legion Guard enhanced with fire elements. Ideal for novices who have already recognized the advantages of fire elements.,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,plant Legion Armor plate,https://drive.google.com/uc?export=view&id=1yk1J3Ht5cR2GWY0QTA4fIj0_GNzt8ABB,plant Legion Armor plate,rare,Iron Legion Guard enhanced with plant elements. Ideal for novices who have already recognized the advantages of plant elements.,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,water Legion Armor plate,https://drive.google.com/uc?export=view&id=1LIUesnRCkbKk8XWvYDQKLZrbtHm8kuIn,water Legion Armor plate,rare,Iron Legion Guard enhanced with water elements. Ideal for novices who have already recognized the advantages of water elements.,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,dark COSMICORE,https://drive.google.com/uc?export=view&id=114wPbANVtWKjjzKeuWt4q07HV6qFE6P6,dark COSMICORE,rare,,,,EYEBROW CROWN,EQUIPS,Eyewear,,,,-
,M,,abyssal COSMICORE,https://drive.google.com/uc?export=view&id=1y1I_GOkf0qQs9530ollMyXSee3zcSjSg,abyssal COSMICORE,epic,,,,EYEBROW CROWN,EQUIPS,Eyewear,,,,-
,M,,light COSMICORE,https://drive.google.com/uc?export=view&id=1HlnJ3Y1GgwX2I-pzbyVZ9N2IsIRW4jfj,light COSMICORE,rare,,,,EYEBROW CROWN,EQUIPS,Eyewear,,,,-
,M,,void COSMICORE,https://drive.google.com/uc?export=view&id=11P6amxh9xBAKzpk949EHDUUENKoL9xZa,void COSMICORE,legendary,,,,EYEBROW CROWN,EQUIPS,Eyewear,,,,-
,M,,fire COSMICORE,https://drive.google.com/uc?export=view&id=1ZzQBNd1BVHWLbh-REjWlRNO2iBz8eQ_N,fire COSMICORE,rare,,,,EYEBROW CROWN,EQUIPS,Eyewear,,,,-
,M,,plant COSMICORE,https://drive.google.com/uc?export=view&id=19FkdLVBhHQDmKdftz5-x20uVebCw3rHC,plant COSMICORE,rare,,,,EYEBROW CROWN,EQUIPS,Eyewear,,,,-
,M,,water COSMICORE,https://drive.google.com/uc?export=view&id=1EfvPWwFs4XD6r6sX_PbSW2xEy1t6GJpL,water COSMICORE,rare,,,,EYEBROW CROWN,EQUIPS,Eyewear,,,,-
,M,,dark Lepirox Valor shoulder,https://drive.google.com/uc?export=view&id=1zfVWlxGrweiwlb1ht9H8_pdpxhIRtBVa,dark Lepirox Valor shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,abyssal Lepirox Valor shoulder,https://drive.google.com/uc?export=view&id=1Y9-_I-SKDW--3QTyM8Ej6GrSf9DB1Qq-,abyssal Lepirox Valor shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,light Lepirox Valor shoulder,https://drive.google.com/uc?export=view&id=1sP-gq5EfMQqL80YMKWxDjSz_aJfPW8N8,light Lepirox Valor shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,void Lepirox Valor shoulder,https://drive.google.com/uc?export=view&id=1GxkmWH7Z897fNpBvPmUQXOeK9kmEHAob,void Lepirox Valor shoulder,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,fire Lepirox Valor shoulder,https://drive.google.com/uc?export=view&id=1Id7LyNUeSlMOjmtHom4BODjlz98cN8hs,fire Lepirox Valor shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,plant Lepirox Valor shoulder,https://drive.google.com/uc?export=view&id=12LKw4go24162HGJQpiU3fP1z74QipZn6,plant Lepirox Valor shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,water Lepirox Valor shoulder,https://drive.google.com/uc?export=view&id=1iTaZiUY5J4P-z0bQyRBJ_3185TfNp_TS,water Lepirox Valor shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,dark Vovelgoth plate,https://drive.google.com/uc?export=view&id=1n4ih5C7vZV5CqgvTCZpGzKOYnNuTxmzg,dark Vovelgoth plate,rare,"Forged in the shadowed realm of darkness, the Vovelgoth Armor channels the relentless power of the night. In the hands of Akwar, it is both a blessing and a force of unimaginable power for the nation.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,abyssal Vovelgoth plate,https://drive.google.com/uc?export=view&id=1etqsT8j-ld36yzz4LWrx-DHsRL81a4h7,abyssal Vovelgoth plate,epic,"Forged in the depths of the abyss, the Vovelgoth Armor channels the ancient and unfathomable power of the deep. In the hands of Akwar, it is both a blessing and a force of unimaginable power for the nation.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,light Vovelgoth plate,https://drive.google.com/uc?export=view&id=1b2X4sI0vCv-N_wlix6MiJ9PiMHEDt-Z5,light Vovelgoth plate,rare,"Forged in the heart of radiant light, the Vovelgoth Armor embodies the purest essence of illumination. In the hands of Akwar, it is both a blessing and a force of unimaginable power for the nation.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,void Vovelgoth plate,https://drive.google.com/uc?export=view&id=1t0oWOYIaQfjghNY45ysVKFx8WJPPmh3L,void Vovelgoth plate,legendary,"Forged in the void of nothingness, the Vovelgoth Armor harnesses the infinite power of emptiness. In the hands of Akwar, it is both a blessing and a force of unimaginable power for the nation.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,fire Vovelgoth plate,https://drive.google.com/uc?export=view&id=12ThkCpLADt7AH-0mhupX6ctr-xb2gXUc,fire Vovelgoth plate,rare,"Forged in the heart of flames, the Vovelgoth Armor holds the wrath of fire itself. In the hands of Akwar, it is both a blessing and a force of unimaginable power for the nation.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,plant Vovelgoth plate,https://drive.google.com/uc?export=view&id=1UkceS7-EKcnj1YA3S-JTZRCmJUI8_tDp,plant Vovelgoth plate,rare,"Forged in the heart of the ancient forest, the Vovelgoth Armor embodies the resilient power of nature. In the hands of Akwar, it is both a blessing and a force of unimaginable power for the nation.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,water Vovelgoth plate,https://drive.google.com/uc?export=view&id=1gorcejcxDIpb6J1kNH-IDQ4ssOvmptqI,water Vovelgoth plate,rare,"Forged in the depths of the ocean, the Vovelgoth Armor harnesses the relentless power of water. In the hands of Akwar, it is both a blessing and a force of unimaginable power for the nation.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,dark Merimora plate,https://drive.google.com/uc?export=view&id=1fWDfqwX5JAPlWl_d_LHrTzL829NtvwyV,Dark Trainee's Plate,epic,common training garment imbued with its own sensing crystal on the chest that flickers when the wearer runs out of Mana.,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,abyssal Merimora plate,https://drive.google.com/uc?export=view&id=1Dn28ilgAZt3FtV1N0Of92-bqKnSSjxux,Abyssal Trainee's Plate,epic,common training garment imbued with its own sensing crystal on the chest that flickers when the wearer runs out of Mana.,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,light Merimora plate,https://drive.google.com/uc?export=view&id=1bvKMouvCtL28rTW7ujByhkEzYDucuBAl,Light Trainee's Plate,epic,common training garment imbued with its own sensing crystal on the chest that flickers when the wearer runs out of Mana.,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,void Merimora plate,https://drive.google.com/uc?export=view&id=1tBpq1QJttexLkKV3kBjuLM5YBQMIj6YR,Void Trainee's Plate,legendary,common training garment imbued with its own sensing crystal on the chest that flickers when the wearer runs out of Mana.,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,fire Merimora plate,https://drive.google.com/uc?export=view&id=121Gk5BOnTEXMDCzTF5Jtk4vd-YhAHv47,Fire Trainee's Plate,rare,common training garment imbued with its own sensing crystal on the chest that flickers when the wearer runs out of Mana.,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,plant Merimora plate,https://drive.google.com/uc?export=view&id=1M1GWeLQdYMEqVknQf9fYHmW4cfIrk3iG,Plant Trainee's Plate,rare,common training garment imbued with its own sensing crystal on the chest that flickers when the wearer runs out of Mana.,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,water Merimora plate,https://drive.google.com/uc?export=view&id=1f05Xep6KKDW5w5L9YFhXp-_e6UPg_jaH,Water Trainee's Plate,rare,common training garment imbued with its own sensing crystal on the chest that flickers when the wearer runs out of Mana.,,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,dark Emberstorm Armor plate,https://drive.google.com/uc?export=view&id=1IKyb17FcS6gGYAPOO_2fArCmEwfnTxWl,Dark Emberstorm Armor Plate,epic,"Emberstorm Armor infused with dark elements, as a dark-element magic card has been permanently embedded within it.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,abyssal Emberstorm Armor plate,https://drive.google.com/uc?export=view&id=1zUxOSMC2X5ytDpya2sUNPODfV2TCLi-z,Abyssal Emberstorm Armor Plate,epic,"Emberstorm Armor infused with abyssal elements, as a abyssal-element magic card has been permanently embedded within it.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,light Emberstorm Armor plate,https://drive.google.com/uc?export=view&id=17uMBBGYlqOjOJAWBW-BU6yD5B99iy7qf,Light Emberstorm Armor Plate,epic,"Emberstorm Armor infused with light elements, as a light-element magic card has been permanently embedded within it.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,void Emberstorm Armor plate,https://drive.google.com/uc?export=view&id=1uD50UHaeYCPxNgftvq5fMRs_nYy-9Gcg,Void Emberstorm Armor Plate,legendary,"Emberstorm Armor infused with void elements, as a void-element magic card has been permanently embedded within it.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,fire Emberstorm Armor plate,https://drive.google.com/uc?export=view&id=1eNJ0rH0tc4WzH8eAFNB4KP5daQqEJ9Nn,Fire Emberstorm Armor Plate,epic,"Emberstorm Armor infused with fire elements, as a fire-element magic card has been permanently embedded within it.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,plant Emberstorm Armor plate,https://drive.google.com/uc?export=view&id=1_U30OmdTo6Mh-MdvAJNwJlIAxlCErBnN,Plant Emberstorm Armor Plate,epic,"Emberstorm Armor infused with plant elements, as a plant-element magic card has been permanently embedded within it.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,water Emberstorm Armor plate,https://drive.google.com/uc?export=view&id=1jFrunMO8LRiBAp0J7dLnLkubZ1iVeOKm,Water Emberstorm Armor Plate,epic,"Emberstorm Armor infused with water elements, as a water-element magic card has been permanently embedded within it.",,,BODY ARMOR,EQUIPS,Torso,,,,-
,M,,dark Vovelgoth shoulder,https://drive.google.com/uc?export=view&id=1n7ylwRh94ZuI_SBCgfTTxWYdw9LYhwTX,Dark Vovelgoth Shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,abyssal Vovelgoth shoulder,https://drive.google.com/uc?export=view&id=1WeEI0p-aaYBXJ8pYxJmnK9-Rfq4jSWTI,Abyssal Vovelgoth Shoulder,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,light Vovelgoth shoulder,https://drive.google.com/uc?export=view&id=1tHNbNA0r8EWX9AEk_eQne6UIMqM0E9Bm,Light Vovelgoth Shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,void Vovelgoth shoulder,https://drive.google.com/uc?export=view&id=17dWl1QOyyRKFAqpUk-PzBWSXugOGHpKk,Void Vovelgoth Shoulder,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,fire Vovelgoth shoulder,https://drive.google.com/uc?export=view&id=10oHdWaaYvgG4y0i-tRcR3xVnrduQvSB6,Fire Vovelgoth Shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,plant Vovelgoth shoulder,https://drive.google.com/uc?export=view&id=1rKF2w-pEKOHNKd4SGSwqqvoJ2PGdCt18,Plant Vovelgoth Shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,water Vovelgoth shoulder,https://drive.google.com/uc?export=view&id=1nlmYswFlWrWqP8iuKWzkzW7u3DXxJPpz,Water Vovelgoth Shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,dark Merimora shoulder,https://drive.google.com/uc?export=view&id=1lBTizoGGDjxohO9SZIvq3Jr-kIGPSxgV,Dark Trainee's Shoulders,epic,Dark-infused Trainee's Pauldrons—stealthy as a shadow.,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,abyssal Merimora shoulder,https://drive.google.com/uc?export=view&id=12mcKT5ESBDdi2-NPZ99eUwKLhsMPt2z0,Abyssal Trainee's Shoulders,epic,Abyssal-infused Trainee's Pauldrons—endless as the abyss.,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,light Merimora shoulder,https://drive.google.com/uc?export=view&id=1LfweaNVCx3EO5HQhsiR4toCyNzEWS0xW,Light Trainee's Shoulders,epic,Light-infused Trainee's Pauldrons—light as a ray.,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,void Merimora shoulder,https://drive.google.com/uc?export=view&id=1fWAdWEeQQgrVvf0IFs_7KlaQXj4ZTCtJ,Void Trainee's Shoulders,legendary,Void-infused Trainee's Pauldrons—silent as the void.,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,fire Merimora shoulder,https://drive.google.com/uc?export=view&id=1zerRYVvuFCxAWjV7q4uTXYzoi9J042JX,Fire Trainee's Shoulders,rare,Fire-infused Trainee's Pauldrons—fierce as a flame.,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,plant Merimora shoulder,https://drive.google.com/uc?export=view&id=1wQlwxrW-3NaHdxXc8v_Azk2F_phgERv9,Plant Trainee's Shoulders,rare,Plant-infused Trainee's Pauldrons—resilient as a vine.,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,water Merimora shoulder,https://drive.google.com/uc?export=view&id=1m6Zc-Y_P-mBOuE7v7rcB7kcrzUvSs6n_,Water Trainee's Shoulders,rare,Water-infused Trainee's Pauldrons—fluid as a wave.,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,dark Emberstorm Armor shoulder,https://drive.google.com/uc?export=view&id=1meKn-9tiqL8CeEzVYdchVlnuumYRZ1yj,Dark Emberstorm Shoulderguards,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,abyssal Emberstorm Armor shoulder,https://drive.google.com/uc?export=view&id=1tOa7tgDaQIQDaDh2_y1URIvSYbRoteul,Abyssal Emberstorm Shoulderguards,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,light Emberstorm Armor shoulder,https://drive.google.com/uc?export=view&id=1UGejrpXMCRUpre1ohnnXAO98mRJlOFa5,Light  Emberstorm Shoulderguards,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,void Emberstorm Armor shoulder,https://drive.google.com/uc?export=view&id=1Vr2vbydb-ic5Er__8X-sgupg8_Ir67HH,Void  Emberstorm Shoulderguards,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,fire Emberstorm Armor shoulder,https://drive.google.com/uc?export=view&id=1tw4ZNJjv8MR-ph2PMFle57RRyUFCKsrz,Fire  Emberstorm Shoulderguards,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,plant Emberstorm Armor shoulder,https://drive.google.com/uc?export=view&id=11iyPx5viGTdFNvSWHCm8YTOPVJI5TjAL,Plant  Emberstorm Shoulderguards,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,water Emberstorm Armor shoulder,https://drive.google.com/uc?export=view&id=1ebe7XkaV5cgloqb-k8Djklj0jla5mqaL,Water  Emberstorm Shoulderguards,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,dark Legion Armor shoulder,https://drive.google.com/uc?export=view&id=1AOkrLjYKTVzB2_IknSWmWbbC9U3Vu2wS,Dark Legion Armor Shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,abyssal Legion Armor shoulder,https://drive.google.com/uc?export=view&id=1Zi_VaNJDIC54VVOwIMs0C9CymRdr9wYQ,Abyssal Legion Armor shoulder,epic,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,light Legion Armor shoulder,https://drive.google.com/uc?export=view&id=1kR4wNBlqygk21piR0I7kP1vLS0xaO81F,Light Legion Armor Shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,void Legion Armor shoulder,https://drive.google.com/uc?export=view&id=14ZgkQRsUEnKXUB12zJ5Vfpwq6INkwy9T,Void Legion Armor Shoulder,legendary,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,fire Legion Armor shoulder,https://drive.google.com/uc?export=view&id=1TeqEFqrnxa_VO9okt2fqJwHjO8umvO5P,Fire Legion Armor Shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,plant Legion Armor shoulder,https://drive.google.com/uc?export=view&id=1aiUtawH3UMTv0NzOZkbcvRQJ_n1UvYHT,Plant Legion Armor Shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
,M,,water Legion Armor shoulder,https://drive.google.com/uc?export=view&id=182wxgrG9rSDz-wFWyCfm-hfcVhnHJeWt,Water Legion Armor Shoulder,rare,,,,SHOULDER ARMOR,EQUIPS,Shoulders,,,,-
-,F,,GlovesDragoneers Blood Moon (Female),https://drive.google.com/uc?export=view&id=104egGlUZHI3Em04R9VvBtR7DZGVKO5yQ,Dragoneers Gloves,legendary,,,,GLOVES,EQUIPS,#N/A,,,,-
-,F,,PantsDragoneers Blood Moon (Female),https://drive.google.com/uc?export=view&id=1sGM5Abqj9yp_PITCTEPdGu8-aRwjf47s,Dragoneers Pants,legendary,,,,PANTS,EQUIPS,#N/A,,,,-
-,F,,BootsDragoneers Blood Moon (Female),https://drive.google.com/uc?export=view&id=12VUgXhDunUtwdGohbASgJVtEJUsx5tka,Dragoneers Boots,legendary,,,,BOOTS,EQUIPS,#N/A,,,,-
-,M,,GlovesIMG_3135,https://drive.google.com/uc?export=view&id=1S0kOOOpKL2yKJNbpZfZPyj9IsPp2jqU4,Wayfinders Gloves,legendary,Official Wayfinders Armor,,,GLOVES,EQUIPS,#N/A,,,,-
-,M,,PantsIMG_3135,https://drive.google.com/uc?export=view&id=1RwvaG9Y41rU3MyXuzHCyub-kaDEPmaKm,Wayfinders Pants,legendary,Official Wayfinders Armor,,,PANTS,EQUIPS,#N/A,,,,-
-,M,,BootsIMG_3135,https://drive.google.com/uc?export=view&id=15_3SkTZTdST99vpko4oE578aCBVuU8iq,Wayfinders Boots,legendary,Official Wayfinders Armor,,,BOOTS,EQUIPS,#N/A,,,,-
-,F,,GlovesStormcaller Enigma (Female),https://drive.google.com/uc?export=view&id=1n6c-Cdz--tkt7mAjtykwB0Mk8PSh9HF-,Gauntlets of Stormcaller Enigma ,legendary,,,,GLOVES,EQUIPS,#N/A,,,,-
-,F,,PantsStormcaller Enigma (Female),https://drive.google.com/uc?export=view&id=1puvpvCqmqiKAbo90EWnLFKaBe-X5jN0H,Leggings of Stormcaller Enigma ,legendary,,,,PANTS,EQUIPS,#N/A,,,,-
-,F,,BootsStormcaller Enigma (Female),https://drive.google.com/uc?export=view&id=1Pxr65rkW6zCfKXlsByacBRaoc4dqJ18l,Boots of the Stormcaller Enigma,legendary,,,,BOOTS,EQUIPS,#N/A,,,,-
-,M,,GlovesAura Predator (Male),https://drive.google.com/uc?export=view&id=1jwXGqdxL9-hCSZIjoambtMtW-WSD3Hrx,Predator Bracer,epic,"A bracer that is part of the Aura Predator set, crafted to enhance the wearer's appearance.",,,GLOVES,EQUIPS,#N/A,,,,-
-,M,,PantsAura Predator (Male),https://drive.google.com/uc?export=view&id=1aTEmXO56WB8IC1oC3AOfUZzlliMLsm5W,Predator Pants,epic,"Deep bluish-black pants, often worn as part of the Aura Predator outfit.",,,PANTS,EQUIPS,#N/A,,,,-
-,M,,BootsAura Predator (Male),https://drive.google.com/uc?export=view&id=1uGMB-WjXmbZ0IC17mRl63t1hidkKqbid,Aura Predator Boots,epic,,,,BOOTS,EQUIPS,#N/A,,,,-
-,M,,GlovesDarkheart Cyor (Male),https://drive.google.com/uc?export=view&id=1UO6LJc6bDF_mX1bG2JEh0J9lTTdfKCHf,Darkheart Cyor Gloves,epic,,,,GLOVES,EQUIPS,#N/A,,,,-
-,M,,PantsDarkheart Cyor (Male),https://drive.google.com/uc?export=view&id=1Hdj9t-unFmE0g9DF-6HeZwwoIlNpoXxn,Darkheart Cyor Leggings,epic,,,,PANTS,EQUIPS,#N/A,,,,-
-,M,,BootsDarkheart Cyor (Male),https://drive.google.com/uc?export=view&id=1pQRfk0aVZvsy4jBawstYAlf2_lLsCiHc,Darkheart Cyor Boots,epic,,,,BOOTS,EQUIPS,#N/A,,,,-
-,M,,GlovesMighty Midnightscars (Male),https://drive.google.com/uc?export=view&id=1OQPZOzMykeyRi3W6DBilXPZnP_Uh9wJu,Mighty Midnightscars gloves,legendary,,,,GLOVES,EQUIPS,#N/A,,,,-
-,M,,PantsMighty Midnightscars (Male),https://drive.google.com/uc?export=view&id=1LtBbj1guOzo9HKnFzIya6p3WvEU354CV,Mighty Midnightscars pants,legendary,,,,PANTS,EQUIPS,#N/A,,,,-
-,M,,BootsMighty Midnightscars (Male),https://drive.google.com/uc?export=view&id=1co4Dc9WCP5-k5lsoMpwkIvr8dzsd1xl_,Mighty Midnightscars Boots,legendary,,,,BOOTS,EQUIPS,#N/A,,,,-
-,M,,GlovesKilas Tenabres (Male),https://drive.google.com/uc?export=view&id=1Q2BcW0CK_SshymvbDy4MlHukThw7jwY8,Kilas Tenabres,legendary,,increased attack damage,,GLOVES,EQUIPS,#N/A,,,,-
-,M,,PantsKilas Tenabres (Male),https://drive.google.com/uc?export=view&id=16SlQXscOT4dypj6rmOgH5_S_aSxY6RFL,Kilas Tenabres,legendary,,increased attack damage,,PANTS,EQUIPS,#N/A,,,,-
-,M,,BootsKilas Tenabres (Male),https://drive.google.com/uc?export=view&id=1WoKRdlTSU9qulaKhW-2rBxh49sP_BEB4,Kilas Tenabres,legendary,,increased attack damage,,BOOTS,EQUIPS,#N/A,,,,-
-,M,,GlovesPersanare (Male),https://drive.google.com/uc?export=view&id=1c2uKODSv7ZuDPg6_be5NzGq7vmz6rYa5,Persanara,rare,,increased heal,,GLOVES,EQUIPS,#N/A,,,,-
-,M,,PantsPersanare (Male),https://drive.google.com/uc?export=view&id=1-n-mFwWE2q0iSlHBKqo1ESEWeCe3J595,Persanara,rare,,increased heal,,PANTS,EQUIPS,#N/A,,,,-
-,M,,BootsPersanare (Male),https://drive.google.com/uc?export=view&id=1oo5vp10yM53lXDil0NPivzTkFgsQrwTw,Persanara,rare,,increased heal,,BOOTS,EQUIPS,#N/A,,,,-
-,M,,GlovesLunar Demonplate (Male),https://drive.google.com/uc?export=view&id=13OcWiSuUFwOjCQqzc9BAFeY66GaLtkwi,Gloves Lunar Demonplate,rare,,,,GLOVES,EQUIPS,#N/A,,,,-
-,M,,PantsLunar Demonplate (Male),https://drive.google.com/uc?export=view&id=10RGcHqN1dfKSwlMWZDOlPJd_gWCUQhWQ,Pants Lunar Demonplate,rare,,,,PANTS,EQUIPS,#N/A,,,,-
-,M,,BootsLunar Demonplate (Male),https://drive.google.com/uc?export=view&id=1RK7rTsdGOpmInVXJNOy0puAkipHrGN4V,BootsLunar Demonplate (Male),rare,,,,BOOTS,EQUIPS,#N/A,,,,-
-,M,,GlovesDragoneers Blood Moon(Male),https://drive.google.com/uc?export=view&id=1dLoQLul6HjLHRL-xH7VqVP1SHwdfFphu,GlovesDragoneers Blood Moon(Male),legendary,,,,GLOVES,EQUIPS,#N/A,,,,-
-,M,,PantsDragoneers Blood Moon(Male),https://drive.google.com/uc?export=view&id=1yRhFnV0BiwSD3_SgUwjPClLBxbV7nhuS,PantsDragoneers Blood Moon(Male),legendary,,,,PANTS,EQUIPS,#N/A,,,,-
-,M,,BootsDragoneers Blood Moon(Male),https://drive.google.com/uc?export=view&id=1nVHNqBXruRyerO9Ef4BQ0v7CDmBEk6yL,BootsDragoneers Blood Moon(Male),legendary,,,,BOOTS,EQUIPS,#N/A,,,,-
-,M,,GlovesStormcaller Enigma (Male),https://drive.google.com/uc?export=view&id=1sqa47n49QgCWArw1OfxFn72ZEDGtoNn2,GlovesStormcaller Enigma (Male),legendary,,,,GLOVES,EQUIPS,#N/A,,,,-
